comment,label,processed,processed_baku
Fitur qrbcode jya ga bisa dipake ya,-1,fitur qrbcode jya tidak bisa dipake ya,qrbcode tidak bisa ya
Belum coba baru Download aplikasi. Jadi blm bisa kasih ulasan,0,coba baru download aplikasi belum bisa kasih ulas,coba baru aplikasi belum bisa kasih ulas
Aplikasi tidak berguna sama sekali,-1,aplikasi tidak guna sekali,aplikasi tidak guna sekali
Semoga fitur cardless segera di adakan Dan login nya di permudah,1,moga fitur cardless adakan login nya di mudah,moga cardless di adakan login di mudah
Mantap dan keren. Sukses selalu...,1,mantap keren sukses,mantap keren sukses
"Unfaedah, lemot,angel, ribet ruwet bla bla bla",-1,unfaedah lot angel ribet ruwet bla bla bla,lot angel ruwet bla
"Sulit sekali mengaktifkan my bca, pulsa saya sampai habis menelpon halo bca, menegecewakan saya kasih anda bintang 1 👎",-1,sulit aktif my bca pulsa sampai habis telpon halo bca menegecewakan kasih bintang,sulit aktif pulsa sampai habis telpon halo bca menegecewakan kasih bintang
"Bagus, bisa dua rekening sekaligus",1,bagus bisa rekening,bagus bisa rekening
Pagi... Veripikasi berkali2 susah...apa harus ke ktr bca atau call bca centre...? Tq,0,pagi veripikasi kali susah harus ktr bca call bca centre tq,pagi kali susah harus ktr atau bca tq
Saya ingin bertanya gmn cara login kembali ketika no id sudah terblokir. Terima kasih,0,ingin gmn login ketika no id blokir terima kasih,ingin gmn login ketika id blokir terima kasih
"kesel banget verifikasi diri diharuskan via telfon, membenani biaya kenapa nggak verifikasi via muka atau via kode OTP saja sih",-1,kesal banget verifikasi harus via telfon membenani biaya tidak verifikasi via muka via kode otp sih,kesal banget verifikasi harus via membenani biaya tidak verifikasi via muka via kode saja sih
Masuk ko lewat sms terus pulsa saya jadi banyak kepotong,-1,masuk ko sms pulsa jadi potong,masuk lewat terus pulsa jadi potong
Tampilan menarik,1,tampil tarik,tampil tarik
"Kenapa mesti pake sms sih kalo perkara transfer, ribet :((",-1,mesti pake sms sih kalo perkara transfer ribet,mesti sms sih kalo perkara transfer
"Sudah bagus, tapi belum komplit.",1,bagus belum komplit,bagus belum
"Baru download ,,sudah salah password 3X makan pulsa terus ,,aplikasi yg ,,,?",-1,baru download salah password x makan pulsa aplikasi,baru sudah salah x makan pulsa aplikasi
Lebih bagus dari bca mobile,1,bagus bca mobile,bagus bca
Kata nya lihat di email ternyata gak ada,-1,nya lihat email nyata tidak,nya lihat email nyata tidak
Tidak bisa login,-1,tidak bisa login,tidak bisa
"tolong dibuka untuk fitur"" barunya",1,tolong buka fitur baru,tolong buka fitur baru
Butuh cek transaksi beberapa bln yg sudah terlewati.,0,butuh cek transaksi belum sudah,butuh cek transaksi belum sudah
"Tinggal tambahkan featur buat bayar tagihan..PDAM, Listrik, dll",1,tinggal featur bayar tagih pdam listrik dll,tinggal featur bayar tagih listrik
MOHON DIPEREBAIKI MASA IYA SAYA BARU INPUT USER ID DAN BARU MAU KETIK PASSWORD KETERANGAN USER ID TERBLOKIR! SUDAH 2X BEGINI PADAHAL GA SALAH INPUT USER DAN PASSWORD NYA.... SAAT KE TELLER BCA PUN TELLER MENGAKU DIA JUGA 4X TERBLOKIR PADAHAL USER ID DAN PASS BENAR,-1,mohon diperebaiki iya baru input user id baru ketik password terang user id blokir x tidak salah input user password nya ke teller bca teller dia x blokir padahal user id pass,mohon masa iya baru baru ketik terang user blokir tidak salah user dan password saat pun teller aku juga x blokir padahal user id dan benar
"Penghapusan iuran tahunan kartu kredit BCA sekarng dihapus,jadi kena iuran tahunan,kalo mau tutup aja CC bca karna tidak bisa hapus iuran tahuna",-1,hapus iur kartu kredit bca sekarng hapus kena iur kalo tutup aja cc bca tidak bisa hapus iur tahuna,hapus iur kartu kredit sekarng hapus kena iur kalo tutup aja bca tidak bisa hapus iur
Tambahin fitur tarik tunai donk,1,tambahin fitur tarik tunai donk,fitur tarik tunai
Kekurangannya TIDAK BISA LOGIN DENGAN SIDK JARI 😌,-1,tidak bisa login sidk jari,tidak bisa dengan jari
Mau tanya bua admin. Apakah akun BCA Mobile juga bisa Login disini?,0,tanya bua admin akun bca mobile bisa login,tanya bua apakah akun mobile bisa sini
hp saya nga suport sama my bca sekarang saya nga bisa tf menggunakan mobile bca karna hp saya jadul jadi tidak suport sama my bca,-1,hp tidak suport my bca tidak bisa tf guna mobile bca hp saya jadul tidak suport my bca,tidak sama bca saya tidak bisa guna bca hp saya jadul tidak sama bca
"Mantap, sangat membantu",1,mantap bantu,mantap bantu
Kalau bisa fitur BCA mobile pindahain ke mybca biar mudah buat stor/tarik tunai tanpa kartu atm,1,bisa fitur bca mobile pindahain mybca biar mudah stor tarik tunai kartu atm,bisa bca pindahain mybca biar mudah stor tarik tunai kartu
karena aplikasi dipisah2 gini meribetkan nasabah dalam layanan perbankan bca,-1,aplikasi pisah gin meribetkan nasabah layan perban bca,aplikasi pisah gin nasabah layan perban
Cepat dan mudah,1,cepat mudah,cepat mudah
"Memudahkan dalam bertransaksi dengan aman, tetep terbaik untuk BCA",1,mudah transaksi aman tetep baik bca,mudah transaksi aman baik bca
Ditunggu pembayaran via scanner qrisnya.,1,tunggu bayar via scanner qrisnya,tunggu bayar via qrisnya
Gila nie mybca....makin keren aja fitur2+tampilanya,1,gila nie mybca keren aja fitur tampilanya,gila mybca keren aja tampilanya
Bagus dan sangat puas,1,bagus sangat puas,bagus sangat puas
Tidak bisa login,-1,tidak bisa login,tidak bisa
Sangat bagus aplikasi myBCA nya,1,bagus aplikasi mybca nya,bagus aplikasi nya
"Usah banget untuk masukan no kartu atm,abis pulsa abis waktu,",-1,banget masuk no kartu atm abis pulsa abis,banget masuk kartu abis pulsa abis
Ga bisa login. Ngabisin pulsa doank buat sms,-1,tidak bisa login ngabisin pulsa doank sms,tidak bisa ngabisin pulsa buat
"Gajelas deh minta otp sms terus, gimana deh sekelas bca ko aplikasinya seperti ini",-1,gajelas deh otp sms gimana deh kelas bca ko aplikasi ini,deh otp terus deh kelas ko aplikasi ini
Terblokir terus bru juga telp cs ud d benerin bsokny sekali percobaan langsung terblokir,-1,blokir bru telp cs ud d benerin bsokny coba langsung blokir,blokir bru telp ud benerin sekali coba langsung blokir
Tiba - tiba terblokir harap menghubungi hallo bca. Apa yang salah ya udah pakai beberapa kali??,-1,tiba blokir harap hubung hallo bca yang salah ya udah pakai kali,tiba blokir harap hubung bca yang salah udah pakai kali
bagus dan praktis,1,bagus praktis,bagus praktis
"Akhirnya, tidak perlu nunggu lampu hijau lagi 😆",1,tidak nunggu lampu hijau,tidak nunggu lampu hijau
Ribet amat login perangkat lain harus kirim sms kena Pulsa,-1,ribet login perangkat lain kirim sms kena pulsa,amat perangkat lain kirim kena pulsa
Tambahkan setor dan tarik tanpa kartu,1,setor tarik kartu,setor tarik kartu
G bisa lihat riwayat transaksi Udah gitu saldo kepotong,-1,tidak bisa lihat riwayat transaksi udah gitu saldo potong,tidak bisa lihat riwayat transaksi gitu saldo potong
Mau pindah dari mBCA ke myBCA ribet.masih harus verifikasi ke hallo BCA..jadi gak jadi pindah deh...ngabisin pulsa.,-1,pindah mbca mybca ribet harus verifikasi hallo bca tidak pindah deh ngabisin pulsa,pindah mbca mybca masih verifikasi hallo tidak jadi pindah deh pulsa
"Tiba""terblokir,padahal nggak ada yang salah😭 dan bisa di buka lg berkat bantuan halo BCA🙏🏻",-1,blokir tidak yang salah bisa buka lg berkat bantu halo bca,blokir tidak yang salah bisa buka berkat bantu halo
Pelayanan nya sip bisa berkomunikasi dengan pihak bank dan bisa mencari informasi tentang my BCA.... Terima kasih my BCA 👍👍👍👍👍👍👍👍,1,layan nya sip bisa komunikasi pihak bank bisa cari informasi my bca terima kasih my bca,layan sip bisa komunikasi pihak bank bisa cari informasi terima kasih my bca
Kasih bintang 3 dulu pakai fitir jari donk kak kayak bank lain...nanti saya kasih bintang 5,0,kasih bintang pakai fitir jari donk kak kayak bank lain saya kasih bintang,kasih bintang pakai jari kak kayak bank lain saya kasih bintang
Aplikasinya oke semua rekening dan investasi ada di mybca,1,aplikasi oke rekening investasi di mybca,aplikasi oke rekening investasi di
Selalu top. Tingkatkan terus dalam melayani masyarakat.,1,top tingkat dalam layan masyarakat,top tingkat dalam layan masyarakat
Apakah harus di letakkan di sim1 supaya bisa gunakan mybca? mohon jawab!!!,0,harus letak sim bisa guna mybca mohon,harus letak sim bisa guna mohon
Sumpah demi apapun kerennn banget...... pakai banget ...,1,sumpah apa kerennn banget pakai banget,sumpah apa banget pakai banget
Good aplikasi..gmpg chek semua posisi keuangan bca ku..tmbh deposito online secara mudah praktis..thx BCA,1,good aplikasi gmpg chek posisi uang bca ku tmbh deposito online mudah praktis terimakasih bca,aplikasi chek posisi uang ku deposito cara mudah praktis bca
"Rek TabunganKu BCA tidak bisa registrasi myBCA , tolong diubah kebijakannya.",-1,rek tabung bca tidak bisa registrasi mybca tolong ubah bijak,rek tabung tidak bisa registrasi tolong ubah bijak
Sistem sedang pemelaharaan? Gitu aja terus,-1,sistem pemelaharaan gitu aja,sistem pemelaharaan aja
Apa perbedaannya d aplikasi My BCA dengan Aplikasi BCA Mobile? Apa bisa transaksi Intra Bank dengan MY BCA?,0,beda d aplikasi my bca aplikasi bca mobile bisa transaksi intra bank my bca,beda aplikasi aplikasi mobile bisa transaksi bank my bca
Tidak bisa login,-1,tidak bisa login,tidak bisa
"Membantu, aktifkan fiktur transfer pak biar lebih enak",1,bantu aktif fiktur transfer biar enak,bantu aktif transfer biar enak
Kok gak bisa login punya gue,-1,tidak bisa login gue,tidak bisa punya gue
Belum ada menu cardless,-1,ada menu cardless,ada menu
BCA ID TIBA2 TERBLOKIR PADAHAL PASSWORD SUDAH BENAR. TOLONG SEGERA PERBAIKI. TERIMAKASIH,-1,bca id blokir password benar tolong baik terimakasih,id blokir password benar tolong baik
Aplikasi ruwet komplain no respon,-1,aplikasi ruwet komplain no respon,aplikasi ruwet komplain respon
Boss update huawei app 1.3 belum kah??,-1,boss update huawei app kah,update app kah
Untuk bisa verifikasi nya gimana ya,0,bisa verifikasi nya gimana ya,bisa verifikasi gimana
TIDAK bisa Aktifasi. RIBET Banget...,-1,tidak bisa aktifasi ribet banget,tidak bisa ribet banget
"Saran top up flazz bisa dari my bca,biar kaya kompetitor yang bumn",1,saran top up flazz bisa my bca biar kaya kompetitor bumn,saran top flazz bisa my biar kaya kompetitor bumn
"Ribet mau login aja harus hubungi haloBCA. Lebih buruk dari BNI, MANDIRI, BRI. Bahkan MyBCA paling buruk",-1,ribet login aja hubung halobca buruk bni mandiri bri mybca buruk,mau aja hubung lebih buruk bni mandiri bahkan paling buruk
Saya tidak ada yang salah tiba² terblokir kan aneh,-1,tidak yang salah blokir aneh,tidak yang salah blokir aneh
Lsg download..koneks n lsg bs digunakan.. sukses selalu BCA,1,lsg download koneks n lsg bisa guna sukses bca,download n bisa guna sukses bca
Memudahkan dalam semua transaksi. Terimakasih BCA telah membuat aplikasi myBCA lbh unggul dari aplikasi perbankan lainnya. #support,1,mudah semua transaksi terimakasih bca buat aplikasi mybca lbh unggul aplikasi perban lain support,mudah semua transaksi bca buat aplikasi lbh unggul aplikasi perban lain
"Selalu ber-inovasi terus buat Bank BCA, Selalu berusaha memberikan yg terbaik buat para nasabah nya.. Terima kasih..☺👍🏻👍🏻👍🏻👍🏻",1,ber inovasi bank bca usaha yang baik buat para nasabah nya terima kasih,ber inovasi bank selalu usaha yang baik buat para nasabah terima kasih
Susah sekali daftarnya? ribet bejibun,-1,susah daftar ribet bejibun,susah daftar bejibun
"Ko ahir ahir ini sring ke blokir tiba tiba yah,,,bulan ini ada kalai 5/6kali ke blokir...heran",-1,ko ahir ahir sring blokir tiba yah ini kalai kali blokir heran,ahir blokir tiba bulan ini ada kalai kali ke blokir heran
Fitur top up flazz kapan min?,0,fitur top up flazz min,top flazz min
Terlalu banyak minta kirim sms...,-1,banyak kirim sms,banyak kirim
Knp aplikasi my bca nggak bisa di buka ya..,-1,aplikasi my bca tidak bisa buka ya,aplikasi bca tidak bisa buka
Qr sama notif nya di aktifin dong,1,qr notif nya aktifin,sama nya aktifin
My bca sangat bagus tapi knapa id saya di blokir,1,my bca bagus kenapa id di blokir,bca bagus kenapa saya blokir
Knp selalu BCA.id terblokir? Buang buang pulsa aja telpon halo BCA tp gaada solusi benerin ke cabang cuma bener sehari aja.setelahh bener malah keblokir lg.,-1,selalu bca id blokir buang buang pulsa aja telpon halo bca tp tidak solusi benerin cabang bener aja setelahh bener blokir lg,selalu id blokir buang buang pulsa aja telpon halo tp tidak solusi ke cabang bener aja bener blokir
Keren habis. Install juga ngga pakai ribet. User Friendly. Selamat tim IT BCA,1,keren habis install tidak pakai ribet user friendly selamat tim it bca,keren habis juga tidak pakai user selamat tim bca
Lebih canggih enak pakainya,1,canggih enak pakai,canggih enak pakai
Bagus tp 2x salah pin langsung keblokir,1,bagus tp x salah pin langsung blokir,bagus x salah pin langsung blokir
Saya daftar dri hari selasa belum ada verifikasi dri pihak bca Mna ngabisin pulsa,-1,daftar dri selasa ada verifikasi dri bca mna ngabisin pulsa,daftar hari selasa ada verifikasi pihak mna pulsa
"Ga Jelas, Baru tadi siang aktivasinya masa sekarang keblokir",-1,tidak jelas baru siang aktivasinya sekarang blokir,tidak jelas baru siang masa blokir
Baru reg ..selesai... nyoba masuk gagal mulu.. pasword id keliru.. diulangi ampe lucinta luna jadi cowok gagal mulu,-1,baru reg selesai nyoba masuk gagal mulu pasword id keliru ulang ampe lucinta luna cowok gagal mulu,baru selesai masuk gagal pasword keliru ulang ampe luna cowok gagal
Gabisa login ngabisin pulsa doang.,-1,tidak bisa login ngabisin pulsa doang,tidak bisa ngabisin pulsa doang
Gak tau kenapa tau2 aplikasinya ke blokir disuruh tlp ke halobca haduh ribet,-1,tidak tau tau aplikasi blokir suruh tlp halobca haduh ribet,tidak tau tau aplikasi blokir suruh ke haduh
"Bintang saya ubah dari 3 jadi 5 saya puas., Setelah pakai 1 bulan",1,bintang ubah jadi puas pakai,bintang ubah jadi puas pakai
Mudah dan nyaman,1,mudah nyaman,mudah nyaman
"Sudah urus ID keblokir terus.. sudah telp HALO BCA, hari pertama bisa akes, setalh jth keblokir lagi sudah diuris skg sudah lancar",-1,urus id blokir telp halo bca pertama bisa akes setalh jth blokir sudah uris skg sudah lancar,urus blokir sudah halo hari bisa setalh blokir sudah uris sudah lancar
apakah aplikasi ini berbayar tiap bulannya? tolong jawab,0,aplikasi bayar bulan tolong,aplikasi bayar bulan tolong
Sudah seperti bank digital. Top 👍.,1,seperti bank digital top,seperti bank digital top
Ganti hape harus verifikasi ulang lewat halo bca? Ribet amat aplikasi bank satu ini 🙄,-1,ganti hape verifikasi ulang halo bca ribet aplikasi bank ini,ganti harus verifikasi ulang halo ribet aplikasi bank ini
tambahkan fitur cardless,0,fitur cardless,fitur
"Lah verivikasi diri anda mulu, udah tinggal masuk. Udah nelfon hallo bca cuma ngabisin pulsa doang",-1,verivikasi anda mulu udah tinggal masuk udah nelfon hallo bca ngabisin pulsa doang,verivikasi anda tinggal masuk udah nelfon bca ngabisin pulsa doang
"Tolong di tambah,pembayaran, listrik, kartu halo, pdam, dll",0,tolong tambah bayar listrik kartu halo pdam dll,tolong tambah bayar listrik kartu halo dll
Gak bisa login,-1,tidak bisa login,tidak bisa
Terus terusan kirim sms buat aktivasi,-1,terus kirim sms aktivasi,terus kirim buat
Mantap dgn myBCA segalanya jadi mudah...terima kasih,1,mantap dgn mybca jadi mudah terima kasih,mantap mybca jadi mudah terima kasih
"Aplikasi gax guna,, ngabisin pulsa",-1,aplikasi gax guna ngabisin pulsa,aplikasi guna pulsa
Mantap walaupun belum sempurna...,1,mantap belum sempurna,mantap belum sempurna
Tolong adakan utk pembelian pulsa.,0,tolong adakan utk beli pulsa,tolong adakan beli pulsa
"Mau masuk lagi malah terblokir, ga jelas banget....",-1,masuk malah blokir tidak jelas banget,masuk malah blokir tidak jelas banget
lemot. susah transaksi!!,-1,lot susah transaksi,lot susah transaksi
"Males bgt dilempar, mau verifikasi by.chat ga boleh ttp harus call cs juga.. Jd males mau pake apps inilah",-1,males bgt lempar verifikasi by chat tidak ttp call cs jd males pake apps,bgt lempar verifikasi chat tidak ttp call juga males pake ini
Lbih memudahkan dlaam transaksi dlaam nominal besar,1,lbih mudah dlaam transaksi dlaam nominal,mudah transaksi nominal
"Mau login aja harus Verifikasi, giliran ditelfon buat ngomong sama CSnya ""maaf CS sedang melayani customer lain bla bla bla"" Habis pulsa saya 20k, eek betul Akhirnya saya tau arti rating *1",-1,login aja verifikasi gilir ditelfon ngomong csnya maaf cs layan customer lain bla bla bla habis pulsa k eek akhir tau arti rating,login aja verifikasi gilir buat sama maaf sedang layan lain bla habis pulsa k betul saya tau arti
Saya ksh bintang 3 dulu yh klo bagus sya ksh bintang y 5,0,ksh bintang yh klo bagus sya ksh bintang y,ksh bintang yh bagus ksh bintang
"Cara isi Pulsa , bayar cicilan , bayar token dimana sih",0,isi pulsa bayar cicil bayar token sih,isi pulsa bayar cicil bayar mana sih
Coba install aplikasi ini karena liat review david gadgetin. Haha 😆,0,coba install aplikasi karena liat review david gadgetin haha,coba aplikasi karena liat david haha
Cara menghapus daftar tranaferan gimana ya bos,0,hapus daftar tranaferan gimana ya bos,hapus daftar gimana bos
